User_ID,Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,AI_Predicted_Score
U45022,44,Male,5.0,5,Non-Vegetarian,8.6,High,18,241.45,62,87.5,89.47
U45023,29,Female,7.1,9,Non-Vegetarian,8.5,High,312,223.11,71,85.52,85.22
U45024,51,Female,4.6,3,Non-Vegetarian,1.1,Low,495,511.22,78,40.45,41.38
U45025,40,Male,6.2,7,Non-Vegetarian,1.1,Low,306,255.84,74,79.99,77.89
U45026,52,Female,6.4,10,Non-Vegetarian,5.0,Medium,146,473.44,79,47.97,49.34
U45027,57,Female,7.9,9,Non-Vegetarian,11.0,Low,136,373.54,96,59.32,54.84
U45028,26,Female,5.5,1,Vegetarian,9.7,Low,41,422.91,77,56.64,52.03
U45029,30,Male,9.7,9,Vegetarian,1.8,Low,135,296.13,51,67.15,65.98
U45030,19,Male,7.1,8,Non-Vegetarian,3.2,Medium,191,474.64,95,62.97,62.83
U45031,19,Male,4.4,7,Non-Vegetarian,3.5,Medium,233,268.05,51,70.71,70.96
U45032,46,Male,5.4,4,Non-Vegetarian,4.9,Medium,476,449.44,77,54.52,58.52
U45033,39,Female,7.5,9,Vegetarian,11.2,Medium,417,273.46,89,75.78,72.5
U45034,38,Female,6.2,8,Vegetarian,10.7,High,21,588.08,81,32.42,27.89
U45035,23,Male,5.3,3,Vegetarian,5.5,Low,32,500.15,67,40.85,38.24
U45036,45,Other,10.0,7,Vegan,5.2,Medium,185,386.2,54,62.13,58.16
U45037,33,Female,5.5,6,Vegan,4.6,Medium,376,297.99,56,67.92,68.86
U45038,18,Female,7.5,10,Vegetarian,7.3,Low,432,339.0,42,34.91,33.81
U45039,40,Female,4.3,5,Non-Vegetarian,2.5,Medium,254,227.9,43,78.29,81.65
U45040,25,Female,5.6,4,Vegetarian,5.8,Low,480,518.12,43,15.05,10.68
U45041,25,Male,8.5,1,Vegetarian,2.7,High,322,425.39,69,78.11,77.14
U45042,59,Female,7.9,7,Non-Vegetarian,6.7,Low,135,597.18,44,6.52,7.56
U45043,18,Female,9.8,6,Non-Vegetarian,1.2,High,308,207.56,76,100.0,100.0
U45044,28,Female,8.4,2,Non-Vegetarian,11.7,High,486,539.62,99,55.09,55.36
U45045,25,Female,7.9,7,Non-Vegetarian,10.8,Low,199,377.53,73,50.2,49.55
U45046,48,Female,5.3,4,Non-Vegetarian,9.6,Medium,79,384.4,74,64.55,60.08
U45047,53,Female,7.1,1,Non-Vegetarian,8.2,Medium,225,499.72,90,62.11,63.88
U45048,25,Male,5.8,1,Vegetarian,10.5,Medium,69,354.45,50,63.4,59.08
U45049,41,Female,4.2,3,Non-Vegetarian,10.9,Low,260,388.2,76,49.15,52.02
U45050,44,Male,4.1,5,Vegetarian,9.6,Low,311,469.64,56,22.31,17.93
U45051,46,Male,5.4,5,Non-Vegetarian,6.5,Medium,8,349.81,98,86.59,90.27
U45052,35,Female,5.6,9,Vegetarian,3.4,Medium,324,379.09,45,45.94,48.5
U45053,26,Female,7.1,3,Non-Vegetarian,10.8,Medium,122,511.47,96,57.32,54.98
U45054,53,Female,8.5,6,Vegetarian,5.9,High,148,583.87,65,38.38,33.46
U45055,55,Female,5.7,10,Non-Vegetarian,3.6,Low,90,544.47,67,21.95,21.94
U45056,31,Female,5.1,3,Vegetarian,3.1,Low,144,552.09,78,38.66,40.54
U45057,30,Female,6.0,1,Non-Vegetarian,10.6,Low,266,477.88,98,53.13,55.95
U45058,57,Female,9.8,10,Non-Vegetarian,8.9,Low,143,418.32,62,39.67,39.27
U45059,41,Female,5.9,3,Vegetarian,8.1,High,218,503.84,70,50.32,48.27
U45060,56,Female,4.3,7,Vegetarian,1.3,Medium,111,358.54,72,71.67,70.6
U45061,31,Female,8.0,3,Non-Vegetarian,4.0,Low,124,366.95,80,75.36,74.63
U45062,25,Female,8.4,1,Non-Vegetarian,3.8,Low,102,258.43,82,99.99,100.0
U45063,29,Female,9.7,6,Vegetarian,1.9,Medium,119,509.95,80,62.18,65.86
U45064,48,Male,5.9,2,Non-Vegetarian,7.5,Medium,201,490.54,89,60.27,57.21
U45065,51,Male,4.9,2,Non-Vegetarian,4.8,Medium,105,303.32,88,94.95,98.24
U45066,53,Male,5.7,8,Vegetarian,3.2,Low,230,235.86,58,70.69,66.11
U45067,38,Male,5.3,7,Vegetarian,7.7,Medium,81,334.0,52,58.76,60.79
U45068,21,Male,4.6,8,Vegan,2.7,Medium,13,489.98,43,33.73,32.77
U45069,28,Male,5.6,9,Non-Vegetarian,6.1,Medium,364,521.5,62,25.85,24.61
U45070,59,Male,4.6,7,Vegetarian,5.9,Medium,43,258.94,47,70.83,68.49
U45071,54,Male,9.0,2,Vegetarian,6.2,Low,376,585.13,99,44.16,48.95
U45072,58,Female,5.5,4,Vegetarian,3.5,Low,179,513.94,44,25.51,23.67
U45073,24,Male,4.1,3,Vegetarian,4.9,Low,63,390.51,79,63.01,64.19
U45074,29,Male,4.1,9,Vegetarian,8.3,High,162,211.65,99,98.74,98.63
U45075,22,Other,8.1,8,Vegetarian,4.8,High,399,470.31,83,58.13,57.34
U45076,20,Other,7.6,6,Non-Vegetarian,7.9,Medium,486,203.24,65,85.26,85.38
U45077,49,Female,7.2,6,Vegetarian,10.6,Low,82,413.77,61,41.4,36.7
U45078,57,Male,5.4,10,Non-Vegetarian,1.9,Low,84,546.9,69,24.62,26.43
U45079,52,Male,8.9,10,Vegan,7.1,Medium,84,447.03,52,41.96,38.76
U45080,53,Male,8.8,5,Vegan,10.2,Medium,114,223.1,45,80.34,84.72
U45081,29,Male,8.0,3,Vegetarian,1.4,High,262,523.99,82,66.33,66.82
U45082,47,Female,5.9,3,Vegetarian,3.0,Medium,196,344.28,52,71.0,71.58
U45083,50,Female,8.5,7,Vegetarian,11.7,Low,436,345.03,78,53.23,51.13
U45084,57,Male,4.8,4,Non-Vegetarian,10.6,Low,209,571.78,90,26.22,26.5
U45085,58,Female,5.3,6,Non-Vegetarian,2.1,Medium,207,281.46,62,80.4,82.87
U45086,20,Female,4.8,1,Non-Vegetarian,3.6,Low,43,347.53,82,79.42,81.43
U45087,43,Female,4.3,4,Non-Vegetarian,3.0,High,27,475.96,94,73.23,68.63
U45088,55,Female,9.9,9,Vegan,1.1,Medium,458,444.15,93,68.46,65.51
U45089,58,Female,9.0,6,Vegetarian,1.5,Low,283,476.03,91,59.25,55.06
U45090,51,Male,6.2,9,Non-Vegetarian,2.0,High,278,454.94,81,60.52,55.58
U45091,20,Male,8.2,5,Vegan,11.8,High,0,421.74,91,73.91,71.85
U45092,31,Female,7.2,3,Non-Vegetarian,3.9,High,235,571.3,94,59.63,61.18
U45093,31,Male,5.3,7,Non-Vegetarian,1.2,Medium,243,462.95,93,64.28,65.64
U45094,34,Female,7.5,5,Non-Vegetarian,1.4,Low,314,522.35,62,35.56,38.22
U45095,32,Male,7.8,4,Vegetarian,7.7,Low,282,241.58,45,67.65,70.02
U45096,29,Male,6.7,4,Non-Vegetarian,2.5,Low,168,250.09,47,75.11,77.08
U45097,56,Male,8.7,10,Non-Vegetarian,3.6,Medium,263,337.77,73,71.95,69.7
U45098,58,Male,5.0,4,Vegan,11.4,High,50,465.04,58,45.39,44.67
U45099,47,Female,8.5,1,Vegetarian,8.2,Medium,305,372.1,94,86.58,88.61
U45100,24,Female,4.1,1,Vegan,3.1,Medium,37,252.25,62,94.77,93.98
U45101,52,Male,7.1,5,Vegetarian,5.5,Low,268,245.97,61,75.1,70.9
U45102,48,Other,8.2,3,Non-Vegetarian,4.2,Low,266,304.64,91,88.51,83.78
U45103,57,Female,8.5,1,Non-Vegetarian,11.5,Medium,376,553.73,91,48.44,43.98
U45104,54,Female,4.1,5,Vegetarian,1.6,High,237,589.52,83,44.31,46.78
U45105,31,Female,9.5,5,Vegetarian,11.9,Low,371,524.17,76,29.37,29.57
U45106,45,Male,5.9,7,Non-Vegetarian,7.7,Low,283,338.19,88,63.22,64.88
U45107,29,Male,4.7,6,Vegetarian,2.9,Medium,95,385.76,83,73.36,76.74
U45108,58,Female,9.6,10,Vegetarian,2.8,Medium,221,277.53,83,90.82,86.28
U45109,23,Male,4.1,1,Non-Vegetarian,4.7,Medium,139,284.37,96,100.0,99.0
U45110,21,Male,7.5,4,Non-Vegetarian,10.0,Medium,443,550.07,73,32.96,32.18
U45111,50,Female,6.2,1,Non-Vegetarian,8.2,Medium,152,217.65,88,100.0,99.02
U45112,22,Female,7.2,1,Non-Vegetarian,2.1,Medium,50,356.24,71,89.38,92.28
U45113,26,Female,9.6,3,Non-Vegetarian,3.5,Low,105,427.29,71,65.14,62.33
U45114,56,Female,5.4,1,Vegetarian,8.3,Low,433,440.7,55,36.74,39.94
U45115,35,Male,8.0,1,Non-Vegetarian,7.1,High,24,496.09,68,64.19,68.82
U45116,49,Male,5.6,5,Non-Vegetarian,10.4,High,311,387.64,53,51.27,54.48
U45117,48,Male,4.2,10,Non-Vegetarian,10.5,Low,248,337.66,62,37.41,34.9
U45118,51,Female,7.4,6,Vegetarian,1.6,Low,449,539.9,83,37.94,38.23
U45119,57,Male,5.5,1,Non-Vegetarian,3.0,Medium,59,596.2,75,46.45,50.25
U45120,44,Female,5.5,6,Non-Vegetarian,10.3,Low,27,570.98,71,18.35,14.11
U45121,54,Other,7.9,3,Non-Vegetarian,11.4,High,466,470.17,91,60.52,60.26
U45122,54,Male,5.6,10,Non-Vegetarian,2.8,Medium,222,248.63,71,81.62,84.65
U45123,56,Male,4.7,7,Non-Vegetarian,2.7,Low,193,272.44,60,67.08,66.96
U45124,30,Male,4.1,2,Non-Vegetarian,2.1,Medium,478,577.03,93,46.82,44.26
U45125,21,Female,7.6,10,Non-Vegetarian,2.0,Medium,187,316.02,98,89.79,89.19
U45126,26,Male,7.2,8,Non-Vegetarian,7.8,Low,307,530.95,75,24.57,29.27
U45127,25,Female,5.2,4,Non-Vegetarian,4.9,Low,0,584.31,51,18.17,13.75
U45128,23,Male,8.8,5,Non-Vegetarian,3.2,Medium,350,521.27,47,37.42,33.49
U45129,50,Male,6.1,2,Non-Vegetarian,8.6,Low,398,393.21,89,61.31,63.72
U45130,23,Female,5.1,10,Vegetarian,3.9,High,16,456.33,52,43.98,38.99
U45131,34,Male,9.8,1,Vegetarian,9.8,Low,358,307.54,69,73.98,69.57
U45132,54,Male,6.0,5,Non-Vegetarian,9.4,Low,60,282.04,48,58.69,57.59
U45133,30,Male,7.8,5,Vegan,11.6,High,438,361.39,63,60.71,59.5
U45134,39,Male,7.6,1,Non-Vegetarian,10.4,Medium,22,519.96,83,57.0,54.49
U45135,36,Female,8.6,7,Vegetarian,10.4,Low,355,244.46,63,66.26,67.41
U45136,45,Male,8.0,9,Non-Vegetarian,2.9,Medium,430,252.35,66,80.99,78.15
U45137,42,Female,4.0,5,Non-Vegetarian,6.6,Low,7,537.52,62,24.37,21.89
U45138,25,Male,6.2,9,Vegetarian,8.7,Medium,387,504.26,61,25.07,21.2
U45139,49,Female,7.7,5,Non-Vegetarian,3.9,High,463,405.0,90,77.79,79.85
U45140,28,Male,9.5,5,Non-Vegetarian,3.6,Medium,30,344.9,81,91.02,86.02
U45141,55,Female,6.4,5,Non-Vegetarian,6.0,Medium,62,497.78,47,38.1,41.65
U45142,35,Male,6.7,7,Non-Vegetarian,9.9,Low,121,485.96,55,23.64,21.68
U45143,44,Female,9.8,7,Non-Vegetarian,11.6,Medium,308,203.95,98,100.0,99.53
U45144,55,Female,9.0,10,Non-Vegetarian,11.3,Low,56,274.42,43,50.69,46.85
U45145,54,Male,8.4,5,Vegetarian,9.0,Medium,336,241.7,70,86.3,83.77
U45146,59,Female,9.6,2,Non-Vegetarian,10.3,Medium,163,367.39,71,75.76,72.89
U45147,53,Female,7.7,6,Non-Vegetarian,5.6,Low,470,451.35,98,54.38,49.78
U45148,58,Female,9.0,7,Non-Vegetarian,4.8,Medium,398,574.96,84,40.01,42.66
U45149,51,Male,6.1,6,Non-Vegetarian,8.5,Low,119,257.36,95,84.68,85.6
U45150,32,Male,4.8,10,Non-Vegetarian,8.5,Low,471,206.3,68,62.05,58.0
U45151,30,Female,8.0,3,Non-Vegetarian,7.8,High,333,504.53,96,65.55,61.38
U45152,44,Female,6.9,4,Vegetarian,9.8,Medium,275,260.71,66,80.15,81.3
U45153,36,Female,8.7,3,Vegetarian,9.3,High,469,545.92,52,33.08,31.85
U45154,53,Male,8.3,6,Vegetarian,11.8,High,420,328.51,57,62.25,59.62
U45155,30,Female,9.1,2,Non-Vegetarian,6.5,Medium,197,363.39,78,83.94,81.75
U45156,24,Female,9.9,5,Non-Vegetarian,6.9,Medium,5,486.43,54,50.28,47.71
U45157,18,Other,7.7,7,Vegetarian,9.9,Low,145,475.71,64,31.36,29.54
U45158,58,Male,9.5,7,Non-Vegetarian,9.0,High,160,509.34,84,55.41,56.87
U45159,38,Female,6.6,7,Vegetarian,7.1,High,313,438.25,44,41.25,43.49
U45160,33,Male,7.2,3,Vegetarian,5.7,Low,139,592.78,77,31.77,32.97
U45161,46,Other,6.7,4,Non-Vegetarian,3.4,Low,95,282.65,76,84.29,83.2
U45162,41,Male,5.3,9,Non-Vegetarian,2.8,Low,213,487.67,72,33.86,34.55
U45163,36,Male,9.3,4,Non-Vegetarian,2.3,Low,349,514.96,44,31.34,35.18
U45164,44,Male,8.9,2,Vegetarian,3.8,Medium,309,316.51,58,83.17,86.44
U45165,18,Male,5.3,9,Vegetarian,8.2,Low,28,303.91,61,54.59,49.98
U45166,44,Male,9.9,5,Vegetarian,2.1,Medium,462,444.52,87,71.82,72.96
U45167,31,Male,8.5,9,Non-Vegetarian,3.2,Medium,492,537.44,57,28.29,32.59
U45168,28,Male,4.0,3,Non-Vegetarian,5.2,Medium,326,393.5,61,57.6,57.02
U45169,40,Male,4.4,4,Non-Vegetarian,5.8,Medium,254,576.94,82,36.86,34.81
U45170,37,Male,7.7,2,Non-Vegetarian,9.0,High,399,200.23,40,86.55,82.38
U45171,43,Male,7.5,9,Non-Vegetarian,11.3,Low,70,236.36,85,76.76,73.15
U45172,35,Male,7.6,10,Non-Vegetarian,4.8,High,144,234.11,94,100.0,96.33
U45173,53,Male,6.6,1,Vegan,6.6,Medium,423,431.99,84,67.84,64.85
U45174,47,Female,5.6,3,Vegetarian,11.9,High,101,229.13,48,81.14,82.27
U45175,21,Male,8.2,3,Vegetarian,2.1,Medium,474,291.41,92,100.0,100.0
U45176,36,Female,9.0,5,Vegan,3.2,Medium,339,445.71,69,61.64,58.83
U45177,22,Male,5.3,2,Non-Vegetarian,6.9,Low,396,401.72,92,62.38,64.14
U45178,19,Female,5.4,8,Vegetarian,1.7,High,95,406.63,44,54.58,55.72
U45179,27,Male,8.3,6,Non-Vegetarian,1.2,Low,283,216.24,63,87.6,83.39
U45180,28,Male,7.4,5,Non-Vegetarian,3.6,Low,271,404.87,42,42.5,40.74
U45181,39,Male,7.1,8,Vegan,11.0,High,456,429.12,64,43.06,46.45
U45182,25,Male,4.8,9,Vegetarian,4.7,High,377,263.44,94,90.1,88.76
U45183,20,Female,7.7,5,Non-Vegetarian,2.3,High,264,221.06,49,94.33,94.15
U45184,58,Male,4.9,2,Non-Vegetarian,11.5,High,157,365.98,59,63.91,60.54
U45185,57,Male,9.0,10,Non-Vegetarian,10.5,High,301,501.57,53,29.14,27.27
U45186,35,Male,6.2,6,Non-Vegetarian,10.1,Low,301,201.11,87,84.21,84.97
U45187,39,Male,6.5,9,Vegetarian,6.7,Low,285,542.38,77,22.35,17.59
U45188,28,Female,5.9,5,Non-Vegetarian,3.7,Medium,299,499.06,74,49.09,52.04
U45189,19,Male,6.5,9,Non-Vegetarian,5.7,Low,141,500.88,69,29.65,25.52
U45190,39,Male,4.9,3,Vegetarian,5.1,Low,294,435.12,71,48.25,50.61
U45191,58,Male,4.2,3,Non-Vegetarian,2.6,Medium,22,429.25,60,61.52,59.56
U45192,32,Female,4.1,7,Non-Vegetarian,11.7,Low,387,581.05,46,0.0,0.0
U45193,25,Female,4.1,2,Vegetarian,8.5,High,308,326.84,78,79.82,76.15
U45194,36,Female,9.0,6,Vegetarian,3.3,Low,429,380.99,61,54.47,50.97
U45195,26,Male,7.2,3,Non-Vegetarian,2.5,Medium,354,459.58,99,75.47,75.71
U45196,22,Male,8.2,1,Vegan,5.2,High,208,281.66,47,89.0,84.43
U45197,25,Male,7.5,6,Non-Vegetarian,5.6,Low,86,594.99,97,37.21,35.68
U45198,50,Female,8.3,3,Non-Vegetarian,4.7,Low,414,471.57,70,46.68,48.04
U45199,32,Male,6.4,3,Vegetarian,6.3,Medium,252,240.9,48,81.16,82.84
U45200,32,Female,4.4,7,Vegetarian,5.8,High,336,229.0,66,84.21,80.2
U45201,58,Male,5.0,10,Vegetarian,9.3,Low,154,472.84,88,33.16,37.63
U45202,24,Male,7.8,2,Non-Vegetarian,1.5,Low,480,399.72,59,57.63,55.84
U45203,38,Male,4.8,3,Non-Vegetarian,1.5,Low,72,362.74,58,63.45,60.34
U45204,43,Male,6.4,4,Non-Vegetarian,7.7,Medium,10,342.27,79,80.51,77.21
U45205,18,Male,5.5,2,Non-Vegetarian,8.3,Medium,141,233.9,86,100.0,95.54
U45206,43,Male,5.6,4,Non-Vegetarian,11.0,Medium,159,436.81,96,63.72,64.16
U45207,43,Male,9.3,6,Non-Vegetarian,2.8,Medium,389,489.67,49,42.51,41.17
U45208,45,Male,9.9,5,Vegetarian,7.1,Low,109,404.09,73,61.12,60.71
U45209,26,Male,5.3,3,Non-Vegetarian,2.3,Medium,304,245.82,61,89.6,92.65
U45210,43,Female,5.9,6,Vegetarian,10.4,Medium,264,394.2,56,46.22,45.5
U45211,30,Male,6.5,1,Non-Vegetarian,1.9,Low,429,256.4,79,91.34,89.72
U45212,22,Male,5.7,1,Non-Vegetarian,9.9,High,387,201.07,41,83.8,85.67
U45213,35,Male,7.7,2,Vegetarian,3.7,Medium,5,439.65,67,70.98,73.86
U45214,40,Female,7.7,1,Non-Vegetarian,8.4,Low,125,417.28,88,67.75,68.06
U45215,45,Female,8.3,1,Non-Vegetarian,2.4,Low,302,419.95,90,74.97,75.14
U45216,54,Female,4.0,6,Non-Vegetarian,9.4,Low,486,596.22,56,0.0,0.0
U45217,22,Male,6.1,1,Non-Vegetarian,8.0,Medium,375,316.97,70,77.87,76.65
U45218,44,Male,4.2,2,Vegan,8.3,High,351,229.13,89,100.0,98.14
U45219,37,Female,7.4,2,Non-Vegetarian,10.8,Low,53,303.0,88,82.04,79.29
U45220,53,Female,5.2,10,Non-Vegetarian,3.9,Low,193,258.12,45,55.17,55.74
U45221,54,Female,8.8,3,Non-Vegetarian,10.4,Medium,290,331.15,54,67.01,65.0
U45222,51,Female,6.7,8,Non-Vegetarian,6.6,Low,200,402.7,51,36.88,34.92
U45223,31,Female,5.3,10,Vegetarian,3.3,Medium,76,380.29,64,57.75,54.23
U45224,23,Male,4.3,7,Non-Vegetarian,8.3,High,118,433.76,82,58.5,55.86
U45225,44,Female,6.3,4,Non-Vegetarian,2.6,Low,343,413.47,80,59.93,56.27
U45226,19,Male,6.2,8,Vegetarian,4.2,Medium,100,209.81,64,90.13,93.86
U45227,26,Male,7.2,9,Vegetarian,9.9,Medium,264,485.17,56,28.41,31.94
U45228,28,Female,5.4,7,Non-Vegetarian,2.6,Low,169,337.01,93,74.85,79.36
U45229,22,Male,6.0,4,Non-Vegetarian,3.0,Medium,163,287.2,55,80.87,82.4
U45230,28,Male,6.8,5,Vegetarian,6.1,Medium,440,299.08,47,64.3,60.42
U45231,20,Female,5.7,3,Non-Vegetarian,3.7,High,383,318.41,81,89.62,88.47
U45232,43,Male,8.2,10,Vegetarian,2.7,Low,437,366.0,59,47.11,49.31
U45233,31,Female,7.5,3,Vegetarian,9.2,Medium,43,457.8,54,50.04,54.1
U45234,26,Male,9.6,3,Non-Vegetarian,9.8,Medium,394,589.88,52,23.31,22.36
U45235,36,Male,5.4,10,Vegetarian,11.7,Medium,245,592.72,85,17.06,20.37
U45236,34,Female,7.3,3,Non-Vegetarian,7.1,High,479,569.33,88,47.48,47.48
U45237,41,Female,8.3,1,Non-Vegetarian,5.8,Medium,320,579.25,87,51.46,53.72
U45238,31,Female,6.9,9,Non-Vegetarian,5.4,Medium,46,214.23,73,92.58,90.37
U45239,27,Female,9.7,2,Non-Vegetarian,4.5,Low,42,468.52,73,61.22,63.71
U45240,24,Male,6.6,4,Non-Vegetarian,1.4,Low,2,485.68,74,54.11,54.84
U45241,30,Female,5.4,7,Vegetarian,5.2,Low,87,334.27,81,67.05,66.18
U45242,52,Male,6.8,6,Non-Vegetarian,2.6,Medium,450,525.03,57,34.7,36.22
U45243,48,Male,6.8,3,Non-Vegetarian,2.9,Low,467,462.72,75,49.29,51.73
U45244,55,Female,9.0,2,Vegetarian,9.8,Low,123,455.11,94,62.99,58.37
U45245,59,Female,8.8,7,Non-Vegetarian,3.2,Medium,484,317.09,53,67.77,65.19
U45246,54,Male,8.0,4,Vegetarian,3.2,Medium,317,527.39,50,38.96,36.78
U45247,46,Female,5.3,2,Non-Vegetarian,8.4,Low,189,255.65,58,71.61,70.78
U45248,23,Male,9.5,1,Vegetarian,11.8,Medium,197,446.21,88,69.99,74.96
U45249,25,Female,4.5,1,Non-Vegetarian,5.4,Medium,238,450.94,52,49.98,52.5
U45250,42,Male,6.1,1,Non-Vegetarian,7.5,High,389,492.32,40,39.12,38.92
U45251,22,Male,6.8,1,Vegan,3.7,Medium,196,357.42,62,78.56,79.4
U45252,27,Female,6.9,3,Vegetarian,8.0,Medium,86,548.88,51,33.1,37.19
U45253,40,Male,9.9,8,Vegetarian,2.4,Medium,468,289.0,52,73.67,68.87
U45254,18,Male,8.4,8,Non-Vegetarian,4.4,Low,370,414.94,50,37.64,33.14
U45255,30,Female,8.6,8,Vegetarian,9.5,Medium,60,491.29,47,32.37,28.33
U45256,54,Male,7.1,5,Non-Vegetarian,8.8,Low,474,239.17,78,75.66,72.98
U45257,43,Female,6.4,7,Vegetarian,10.8,High,333,513.24,48,24.4,26.75
U45258,36,Female,9.8,6,Vegan,5.2,Low,102,415.64,42,44.49,45.64
U45259,43,Female,4.2,4,Vegetarian,8.8,High,128,530.65,89,50.7,46.66
U45260,59,Female,7.5,3,Vegetarian,3.9,High,40,433.18,99,89.65,85.6
U45261,19,Male,5.0,2,Non-Vegetarian,3.2,Medium,422,405.81,46,53.12,56.25
U45262,58,Female,5.4,1,Non-Vegetarian,2.6,Low,451,518.45,91,49.97,54.93
U45263,36,Male,9.5,4,Non-Vegetarian,4.0,Low,318,560.91,41,20.66,19.11
U45264,29,Female,9.8,8,Non-Vegetarian,11.1,Low,382,569.32,60,9.42,13.4
U45265,52,Female,9.7,2,Vegetarian,1.6,Low,491,554.45,60,35.77,40.17
U45266,49,Male,4.4,4,Non-Vegetarian,4.6,High,21,423.02,90,77.98,76.18
U45267,30,Male,9.2,1,Vegetarian,5.5,High,424,223.56,93,100.0,95.54
U45268,53,Female,8.2,8,Vegetarian,11.4,Low,361,523.74,63,15.29,15.39
U45269,18,Female,5.2,7,Vegetarian,5.0,Low,181,342.52,88,67.19,66.05
U45270,50,Female,4.7,3,Non-Vegetarian,1.3,Low,184,534.59,90,48.67,51.8
U45271,21,Male,4.4,3,Non-Vegetarian,11.8,Low,71,363.73,96,66.06,68.7
U45272,19,Male,9.6,3,Vegetarian,3.7,High,418,376.37,71,82.06,81.98
U45273,25,Female,4.1,4,Non-Vegetarian,9.1,Low,226,290.38,81,69.13,68.8
U45274,33,Female,6.8,3,Vegetarian,5.2,Low,267,389.61,52,50.52,48.64
U45275,39,Female,8.2,10,Non-Vegetarian,6.5,Low,82,479.0,52,26.18,21.68
U45276,27,Female,9.4,10,Non-Vegetarian,10.5,High,380,316.52,70,67.7,66.59
U45277,26,Male,7.3,1,Non-Vegetarian,6.2,Low,41,288.25,48,73.44,74.73
U45278,24,Female,8.5,9,Non-Vegetarian,11.1,Low,207,539.46,96,31.3,33.42
U45279,57,Female,5.1,4,Vegan,2.1,High,417,486.49,63,51.13,51.76
U45280,34,Other,9.1,4,Vegan,6.3,Low,366,436.7,92,61.65,66.65
U45281,47,Female,7.2,3,Non-Vegetarian,6.4,Low,454,578.37,78,27.33,24.28
U45282,28,Female,7.0,7,Non-Vegetarian,11.1,High,405,310.97,68,67.42,65.31
U45283,32,Female,9.4,9,Vegetarian,1.3,Medium,106,589.63,82,44.46,42.63
U45284,24,Male,4.6,1,Non-Vegetarian,4.6,Low,344,453.26,79,52.38,47.83
U45285,20,Female,8.6,1,Vegetarian,10.5,Low,178,322.99,93,83.56,85.55
U45286,40,Other,10.0,9,Non-Vegetarian,8.9,Medium,199,599.3,98,38.79,39.79
U45287,44,Male,7.6,6,Non-Vegetarian,7.5,High,466,566.27,49,22.75,25.64
U45288,47,Other,8.9,4,Vegetarian,9.2,Medium,375,402.29,43,47.95,51.65
U45289,33,Female,6.8,9,Non-Vegetarian,2.8,Medium,341,321.77,69,70.45,68.96
U45290,31,Female,6.1,8,Non-Vegetarian,11.8,Medium,484,480.04,68,27.81,22.88
U45291,39,Male,8.4,8,Vegetarian,4.6,Low,281,241.1,87,86.6,91.11
U45292,37,Male,6.0,4,Vegetarian,3.7,Low,4,376.13,44,52.68,52.28
U45293,27,Female,8.5,1,Non-Vegetarian,4.1,Low,62,234.98,63,94.95,91.91
U45294,46,Female,4.3,2,Vegan,9.1,Low,117,268.79,77,77.31,77.96
U45295,21,Female,4.7,9,Non-Vegetarian,8.7,Low,273,577.71,60,1.6,0.0
U45296,48,Female,8.8,8,Non-Vegetarian,3.5,Medium,453,358.24,68,66.58,62.93
U45297,31,Male,6.7,3,Non-Vegetarian,2.7,Medium,137,539.18,50,40.75,40.09
U45298,22,Female,5.7,2,Non-Vegetarian,8.5,Low,3,508.73,99,54.3,50.2
U45299,55,Female,7.9,2,Vegetarian,4.1,High,282,319.33,49,81.29,77.25
U45300,21,Male,6.9,2,Vegan,8.3,Medium,468,571.64,51,23.22,19.83
U45301,28,Male,9.8,1,Non-Vegetarian,8.3,Low,20,430.1,45,50.57,47.34
U45302,42,Female,9.1,6,Non-Vegetarian,8.1,Medium,446,424.04,73,55.96,51.81
U45303,29,Male,10.0,1,Vegetarian,4.9,High,299,472.85,77,74.36,71.97
U45304,48,Female,8.0,9,Non-Vegetarian,4.7,High,264,589.36,44,19.44,22.71
U45305,28,Male,8.5,1,Vegetarian,10.2,Low,27,437.38,82,62.26,66.44
U45306,56,Male,9.4,2,Vegetarian,9.9,Low,333,579.07,76,29.78,34.27
U45307,49,Female,9.8,9,Non-Vegetarian,2.7,Medium,199,554.49,52,32.15,29.77
U45308,28,Male,4.7,9,Non-Vegetarian,7.1,Medium,118,285.43,44,57.82,60.27
U45309,24,Male,9.9,5,Non-Vegetarian,11.7,Medium,82,322.82,74,78.81,75.8
U45310,19,Female,6.3,5,Vegan,11.0,Low,410,483.54,44,14.31,15.89
U45311,18,Male,9.2,2,Vegetarian,5.7,High,72,506.29,68,64.03,59.28
U45312,42,Male,5.1,5,Non-Vegetarian,9.8,Medium,48,208.61,69,89.27,91.04
U45313,26,Male,8.6,2,Vegetarian,7.9,Low,94,538.64,53,31.2,33.25
U45314,53,Male,5.0,2,Non-Vegetarian,6.9,Medium,7,384.46,73,72.93,74.83
U45315,46,Male,6.0,1,Vegetarian,8.7,Medium,53,327.76,44,68.26,71.72
U45316,27,Male,9.0,6,Vegetarian,6.3,Low,464,261.33,68,72.71,74.95
U45317,44,Female,5.9,10,Non-Vegetarian,10.7,High,388,529.16,93,36.3,39.02
U45318,36,Female,8.7,10,Vegetarian,5.0,Medium,17,592.58,68,29.8,26.16
